0,1,2,3,4,5,6,7
{809140: 'Father Stu'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2461: 'Mel Gibson'},{3505167: 'Rosalind Ross'},7.68,239
{460458: 'Resident Evil: Welcome to Raccoon City'},40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1223726: 'Robbie Amell'},{100734: 'Johannes Roberts'},6.113,1757
{778855: 'Chickenhare and the Hamster of Darkness'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{149684: 'Joe Ochman'},{76100: 'Ben Stassen'},7.445,163
"{883502: ""Fortress: Sniper's Eye""}",0,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{62747: 'Chad Michael Murray'},{139558: 'Josh Sternfeld'},5.948,97
{760741: 'Beast'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1438277: 'Leah Jeffries'},{67813: 'Baltasar Kormákur'},7.5,4
{823625: 'Blacklight'},43000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2026050: 'Emmy Raver-Lampman'},{206574: 'Mark Williams'},6.33,560
{893370: 'Virus:32'},0,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'UY', 'name': 'Uruguay'}]",{131867: 'Daniel Hendler'},{542246: 'Gustavo Hernández'},7.19,113
{648579: 'The Unbearable Weight of Massive Talent'},30000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1253360: 'Pedro Pascal'},{1211000: 'Tom Gormican'},7.0,559
{928270: 'Heatwave'},0,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{159962: 'Kat Graham'},{5917: 'Ernie Barbarash'},7.2,48
{939475: 'Too Old for Fairy Tales'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",[],{90760: 'Karolina Gruszka'},{2192333: 'Kristoffer Rus'},6.548,21
{831946: 'Interceptor'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{73269: 'Elsa Pataky'},{3097969: 'Matthew Reilly'},6.176,462
{19995: 'Avatar'},237000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{8691: 'Zoe Saldaña'},{2710: 'James Cameron'},7.515,25841
{803114: 'The Requin'},0,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{119807: 'James Tupper'},{1264876: 'Lê Văn Kiệt'},4.58,157
{169: 'Predator 2'},35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2048: 'Gary Busey'},{2042: 'Stephen Hopkins'},6.229,2429
"{303857: ""Dragon Ball Z: Resurrection 'F'""}",5000000,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{122501: 'Ryou Horikawa'},{1083452: 'Tadayoshi Yamamuro'},6.82,1432
{897424: 'Dark Cloud'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1197058: 'Emily Atack'},{1976838: 'Jay Ness'},6.7,54
{324786: 'Hacksaw Ridge'},40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{65731: 'Sam Worthington'},{2461: 'Mel Gibson'},8.183,11239
{518068: 'Along with the Gods: The Last 49 Days'},18300000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{150125: 'Ju Ji-hoon'},{84969: 'Kim Yong-hwa'},8.229,365
{833425: 'No Exit'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1773397: 'Danny Ramirez'},{1661695: 'Damien Power'},6.979,653
{744275: 'After We Fell'},14000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1114487: 'Hero Fiennes Tiffin'},{1448492: 'Castille Landon'},7.146,1823
{460465: 'Mortal Kombat'},20000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{136347: 'Jessica McNamee'},{1828590: 'Simon McQuoid'},7.176,4792
{973608: 'Larva Pendant'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",[],{1485137: 'Hong Beom-gi'},{3542282: 'Young-cheol Joe'},6.941,59
{809717: 'Moonbound'},2000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",{1974020: 'Dirk Petrick'},{114589: 'Ali Samadi Ahadi'},6.205,56
{508943: 'Luca'},200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1774679: 'Jack Dylan Grazer'},{930567: 'Enrico Casarosa'},7.929,6556
{646385: 'Scream'},24000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{14405: 'Courteney Cox'},{1039527: 'Tyler Gillett'},6.76,1547
{763285: 'Ambulance'},40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1639847: 'Yahya Abdul-Mateen II'},{865: 'Michael Bay'},6.917,1013
{855433: 'Escape Room: La Película'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{19826: 'Joel Joan'},{1105225: 'Héctor Claramunt'},5.731,13
"{476669: ""The King's Man""}",100000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1716493: 'Harris Dickinson'},{957: 'Matthew Vaughn'},6.888,3026
{975120: 'Father There Is Only One 3'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{10847: 'Santiago Segura'},{10847: 'Santiago Segura'},6.321,14
{425909: 'Ghostbusters: Afterlife'},75000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1442069: 'Finn Wolfhard'},{52443: 'Jason Reitman'},7.617,3043
{632727: 'Texas Chainsaw Massacre'},20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{122851: 'Elsie Fisher'},{1981891: 'David Blue Garcia'},5.253,875
{912826: 'Rubius X'},0,"[{'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{2140983: 'Rubén Doblas Gundersen'},{3633512: 'Pedro Ample'},8.56,100
{440: 'Aliens vs Predator: Requiem'},40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{25869: 'Reiko Aylesworth'},{6038: 'Greg Strause'},5.1,2252
"{791373: ""Zack Snyder's Justice League""}",70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{73968: 'Henry Cavill'},{15217: 'Zack Snyder'},8.265,8013
{512195: 'Red Notice'},160000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10859: 'Ryan Reynolds'},{57633: 'Rawson Marshall Thurber'},6.777,3947
{545611: 'Everything Everywhere All at Once'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{690: 'Ke Huy Quan'},{1383612: 'Daniel Kwan'},8.269,1252
{746333: 'Superwho?'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{1291810: 'Julien Arruti'},{1186076: 'Philippe Lacheau'},6.08,193
{20982: 'Naruto Shippuden the Movie'},29000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{82057: 'Chie Nakamura'},{89972: 'Hajime Kamegaki'},7.193,459
"{420821: ""Chip 'n Dale: Rescue Rangers""}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{933558: 'John Mulaney'},{62854: 'Akiva Schaffer'},7.14,711
{800510: 'Kimi'},0,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1687573: 'Byron Bowers'},{1884: 'Steven Soderbergh'},6.24,475
{624860: 'The Matrix Resurrections'},190000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{530: 'Carrie-Anne Moss'},{9340: 'Lana Wachowski'},6.654,3990
{744276: 'After Ever Happy'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1114487: 'Hero Fiennes Tiffin'},{1448492: 'Castille Landon'},0.0,0
{585245: 'Clifford the Big Red Dog'},64000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{212285: 'Jack Whitehall'},{68573: 'Walt Becker'},7.288,1350
{587272: 'Father There Is Only One'},3400000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{93467: 'Toni Acosta'},{10847: 'Santiago Segura'},7.63,517
{798223: 'Recurrence'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",{1073034: 'Luisana Lopilato'},{1315165: 'Alejandro Montiel'},5.582,49
{317442: 'The Last: Naruto the Movie'},1000000,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{24651: 'Nana Mizuki'},{2320943: 'Tsuneo Kobayashi'},7.848,1241
{778810: 'Fireheart'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{11181: 'Kenneth Branagh'},{1777884: 'Theodore Anthony Lee Ty'},7.637,146
{877183: 'The Simpsons in Plusaversary'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{198: 'Dan Castellaneta'},{197: 'David Silverman'},6.6,319
{696806: 'The Adam Project'},116000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2867506: 'Walker Scobell'},{17825: 'Shawn Levy'},7.104,2773
{810171: 'The Valet'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1372369: 'Samara Weaving'},{956491: 'Richard Wong'},7.825,323
{933886: 'Dos más dos'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{72130: 'Tessa Ía'},{238757: 'Alfonso Pineda Ulloa'},6.821,28
{337404: 'Cruella'},200000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{7056: 'Emma Thompson'},{50767: 'Craig Gillespie'},8.143,7338
{892527: 'King'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{47337: 'Gérard Darmon'},{56735: 'David Moreau'},6.9,65
{916821: 'Gasoline Alley'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{62: 'Bruce Willis'},{2613318: 'Edward Drake'},5.269,65
{864116: 'A Day to Die'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{62: 'Bruce Willis'},{1374429: 'Wes Miller'},6.36,125
{800345: 'Carter'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{139515: 'Lee Sung-jae'},{548646: 'Jung Byung-gil'},6.117,94
{606402: 'Yaksha: Ruthless Operations'},0,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{1593672: 'Park Hae-soo'},{1109635: 'Na Hyun'},6.2,105
{436969: 'The Suicide Squad'},185000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17605: 'Idris Elba'},{15218: 'James Gunn'},7.637,6448
{347201: 'Boruto: Naruto the Movie'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{17605: 'Idris Elba'},{1483924: 'Hiroyuki Yamashita'},7.634,1063
{818647: 'Through My Window'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{2367724: 'Julio Peña'},{1111138: 'Marçal Forés'},7.482,2171
{675445: 'PAW Patrol: The Movie'},26000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2412016: 'Lilly Bartlam'},{1098477: 'Cal Brunker'},7.44,989
{955740: 'Dakota'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",[],{1969237: 'Lola Sultan'},{238001: 'Kirk Harris'},6.1,11
{785985: 'The Takedown'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{93532: 'Laurent Lafitte'},{18865: 'Louis Leterrier'},6.006,308
{938596: 'Bull Shark'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2815598: 'Thom Hallum'},{1638970: 'Brett Bentman'},5.378,41
{726684: 'Miraculous World: Shanghai – The Legend of Ladydragon'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1762588: 'Anouck Hautbois'},{1565301: 'Thomas Astruc'},7.886,463
{913205: 'Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{60227: 'Greg Cipes'},{2001470: 'Katie Rice'},6.936,55
{423108: 'The Conjuring: The Devil Made Me Do It'},39000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{21657: 'Vera Farmiga'},{1607672: 'Michael Chaves'},7.602,4585
{852592: 'Centauro'},0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",[],{2296607: 'Begoña Vargas'},{212687: 'Daniel Calparsoro'},6.366,86
{674: 'Harry Potter and the Goblet of Fire'},150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{10723: 'Mike Newell'},7.821,17543
{937013: 'The Mystic Nine: Begonia from Qingshan'},0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{2387796: 'Zhu Zanjin'},{1355447: 'Kai Wang'},4.4,5
{299534: 'Avengers: Endgame'},356000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16828: 'Chris Evans'},{19272: 'Joe Russo'},8.278,21551
{24428: 'The Avengers'},220000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16828: 'Chris Evans'},{12891: 'Joss Whedon'},7.706,27327
{979163: 'Beyond Infinity: Buzz and the Journey to Lightyear'},0,"[{'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12890: 'Pete Docter'},{234551: 'Tony Kaplan'},7.103,190
{588228: 'The Tomorrow War'},200000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{63312: 'Yvonne Strahovski'},{144816: 'Chris McKay'},7.954,5675
{818750: 'The In Between'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1562074: 'Kyle Allen'},{76009: 'Arie Posin'},7.293,401
{550988: 'Free Guy'},110000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1388593: 'Jodie Comer'},{17825: 'Shawn Levy'},7.65,6091
{770509: 'The Nights Belong to Monsters'},0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",{1705343: 'Lu Grasso'},{1721083: 'Sebastián Perillo'},5.4,4
{767: 'Harry Potter and the Half-Blood Prince'},250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{11343: 'David Yates'},7.704,16427
{920143: 'The Trip 6'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'CO', 'name': 'Colombia'}]",{1255924: 'Cecilia Navia'},{1170712: 'Rodrigo Triana'},7.225,60
{520763: 'A Quiet Place Part II'},61000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2037: 'Cillian Murphy'},{17697: 'John Krasinski'},7.574,4577
{952217: 'King Tweety'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{95257: 'Candi Milo'},{3179094: 'Careen Ingle'},7.413,40
{497698: 'Black Widow'},200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1373737: 'Florence Pugh'},{93286: 'Cate Shortland'},7.425,7952
"{671: ""Harry Potter and the Philosopher's Stone""}",125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{10965: 'Chris Columbus'},7.917,23027
{833593: '2037'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{231477: 'Kim Ji-young'},{937713: 'Mo Hong-jin'},5.667,3
"{745376: 'Hello, Goodbye, and Everything in Between'}",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1192274: 'Jordan Fisher'},{2749934: 'Michael Lewen'},6.0,91
{672: 'Harry Potter and the Chamber of Secrets'},100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{10965: 'Chris Columbus'},7.729,18554
