title,budget,genres,country,main_charactor,director,vote_average,vote_count
{385128: 'F9'},200000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17647: 'Michelle Rodriguez'},{58189: 'Justin Lin'},7.249,5576
"{585: 'Monsters, Inc.'}",115000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7904: 'Billy Crystal'},{12890: 'Pete Docter'},7.82,15787
{99861: 'Avengers: Age of Ultron'},365000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{74568: 'Chris Hemsworth'},{12891: 'Joss Whedon'},7.291,20197
{589761: 'Chernobyl: Abyss'},9100000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{77667: 'Oksana Akinshina'},{562730: 'Danila Kozlovsky'},6.2,382
{451048: 'Jungle Cruise'},200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5081: 'Emily Blunt'},{59521: 'Jaume Collet-Serra'},7.514,4496
{673: 'Harry Potter and the Prisoner of Azkaban'},130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{11218: 'Alfonso Cuarón'},8.025,18263
{12445: 'Harry Potter and the Deathly Hallows: Part 2'},125000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{11343: 'David Yates'},8.12,17568
{497698: 'Black Widow'},200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1373737: 'Florence Pugh'},{93286: 'Cate Shortland'},7.424,7961
{668742: 'Father There Is Only One 2'},4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{93467: 'Toni Acosta'},{10847: 'Santiago Segura'},7.462,396
{550988: 'Free Guy'},110000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1388593: 'Jodie Comer'},{17825: 'Shawn Levy'},7.65,6105
{527774: 'Raya and the Last Dragon'},100000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1625558: 'Awkwafina'},{1932178: 'Carlos López Estrada'},7.982,5497
{632357: 'The Unholy'},10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2067034: 'Cricket Brown'},{80675: 'Evan Spiliotopoulos'},6.746,1693
{276907: 'Legend'},25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{70456: 'Emily Browning'},{4723: 'Brian Helgeland'},6.999,3109
{354912: 'Coco'},175000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{258: 'Gael García Bernal'},{8: 'Lee Unkrich'},8.227,15998
{520763: 'A Quiet Place Part II'},61000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2037: 'Cillian Murphy'},{17697: 'John Krasinski'},7.574,4587
{293660: 'Deadpool'},58000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{54882: 'Morena Baccarin'},{55252: 'Tim Miller'},7.6,27126
"{504827: ""The Bob's Burgers Movie""}",38000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{109869: 'Kristen Schaal'},{1815481: 'Bernard Derriman'},7.04,125
{14836: 'Coraline'},60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10742: 'Teri Hatcher'},{57646: 'Henry Selick'},7.792,5943
{21208: 'Orphan'},20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{133: 'Peter Sarsgaard'},{59521: 'Jaume Collet-Serra'},6.962,4213
{438631: 'Dune'},165000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{933238: 'Rebecca Ferguson'},{137427: 'Denis Villeneuve'},7.868,7467
{198663: 'The Maze Runner'},34000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{115150: 'Kaya Scodelario'},{1179066: 'Wes Ball'},7.171,14835
{284053: 'Thor: Ragnarok'},180000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{91606: 'Tom Hiddleston'},{55934: 'Taika Waititi'},7.603,18069
{12444: 'Harry Potter and the Deathly Hallows: Part 1'},250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10990: 'Emma Watson'},{11343: 'David Yates'},7.78,16302
{379686: 'Space Jam: A New Legacy'},161900000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1896: 'Don Cheadle'},{72024: 'Malcolm D. Lee'},6.986,3243
{783461: 'Looop Lapeta'},69000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{1714229: 'Tahir Raj Bhasin'},{2542498: 'Aakash Bhatia'},6.3,47
{1865: 'Pirates of the Caribbean: On Stranger Tides'},380000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{955: 'Penélope Cruz'},{17633: 'Rob Marshall'},6.526,12190
{821494: 'Last Film Show'},2000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IN', 'name': 'India'}]",{3062553: 'Bhavin Rabari'},{7324: 'Pan Nalin'},5.0,4
{8587: 'The Lion King'},45000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15152: 'James Earl Jones'},{18898: 'Rob Minkoff'},8.261,15589
{637649: 'Wrath of Man'},40000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{7497: 'Holt McCallany'},{956: 'Guy Ritchie'},7.714,3812
{400160: 'The SpongeBob Movie: Sponge on the Run'},60000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{34398: 'Bill Fagerbakke'},{49903: 'Tim Hill'},7.6,2501
{862: 'Toy Story'},30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12898: 'Tim Allen'},{7879: 'John Lasseter'},7.964,15696
{474350: 'It Chapter Two'},79000000,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5530: 'James McAvoy'},{1113116: 'Andy Muschietti'},6.877,7114
{24021: 'The Twilight Saga: Eclipse'},68000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{37917: 'Kristen Stewart'},{27571: 'David Slade'},6.225,7624
{675: 'Harry Potter and the Order of the Phoenix'},150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10989: 'Rupert Grint'},{11343: 'David Yates'},7.694,16634
{505262: 'My Hero Academia: Two Heroes'},12000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{225603: 'Kenta Miyake'},{1307036: 'Kenji Nagasaki'},7.957,784
{833417: 'Full Time'},3000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{6550: 'Anne Suarez'},{1721013: 'Eric Gravel'},7.178,59
{568620: 'Snake Eyes: G.I. Joe Origins'},88000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1658375: 'Andrew Koji'},{57270: 'Robert Schwentke'},6.653,1190
{315635: 'Spider-Man: Homecoming'},175000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2232: 'Michael Keaton'},{1293994: 'Jon Watts'},7.363,18942
{177572: 'Big Hero 6'},165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{515510: 'Ryan Potter'},{227439: 'Don Hall'},7.747,13845
{10195: 'Thor'},150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{524: 'Natalie Portman'},{11181: 'Kenneth Branagh'},6.771,18620
{458576: 'Monster Hunter'},60000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",{57207: 'Tony Jaa'},{4014: 'Paul W. S. Anderson'},6.751,2658
{760926: 'Gold'},6500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{75711: 'Anthony Hayes'},{75711: 'Anthony Hayes'},6.348,343
{808: 'Shrek'},60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{776: 'Eddie Murphy'},{12058: 'Vicky Jenson'},7.7,14160
{216015: 'Fifty Shades of Grey'},40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1254583: 'Jamie Dornan'},{1137903: 'Sam Taylor-Johnson'},5.899,10367
{615457: 'Nobody'},17000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{935: 'Connie Nielsen'},{1169024: 'Ilya Naishuller'},8.139,4895
{522402: 'Finch'},2500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{572541: 'Caleb Landry Jones'},{114404: 'Miguel Sapochnik'},8.046,2471
{762504: 'Nope'},68000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{74688: 'Keke Palmer'},{291263: 'Jordan Peele'},7.121,149
{698128: 'Dual'},4500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{84497: 'Aaron Paul'},{1198724: 'Riley Stearns'},6.207,104
{597208: 'Nightmare Alley'},60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{112: 'Cate Blanchett'},{10828: 'Guillermo del Toro'},7.033,1880
{259693: 'The Conjuring 2'},40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{21657: 'Vera Farmiga'},{2127: 'James Wan'},7.279,6951
{138843: 'The Conjuring'},13000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17178: 'Patrick Wilson'},{2127: 'James Wan'},7.532,9597
{383498: 'Deadpool 2'},110000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16851: 'Josh Brolin'},{40684: 'David Leitch'},7.497,14951
"{482373: ""Don't Breathe 2""}",10000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2839: 'Brendan Sexton III'},{1046225: 'Rodo Sayagues'},7.3,1775
{602223: 'The Forever Purge'},18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{87265: 'Tenoch Huerta'},{1192942: 'Everardo Gout'},7.185,1846
{330457: 'Frozen II'},150000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{40462: 'Kristen Bell'},{1120694: 'Jennifer Lee'},7.301,8341
{1930: 'The Amazing Spider-Man'},215000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{54693: 'Emma Stone'},{87742: 'Marc Webb'},6.672,15159
{10138: 'Iron Man 2'},200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12052: 'Gwyneth Paltrow'},{15277: 'Jon Favreau'},6.833,18254
{863: 'Toy Story 2'},90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12898: 'Tim Allen'},{7879: 'John Lasseter'},7.577,11831
{271110: 'Captain America: Civil War'},250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3223: 'Robert Downey Jr.'},{19272: 'Joe Russo'},7.437,20143
{337167: 'Fifty Shades Freed'},55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1254583: 'Jamie Dornan'},{15890: 'James Foley'},6.699,6978
{370172: 'No Time to Die'},250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{121529: 'Léa Seydoux'},{87257: 'Cary Joji Fukunaga'},7.5,4420
{464052: 'Wonder Woman 1984'},200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{62064: 'Chris Pine'},{6884: 'Patty Jenkins'},6.55,7005
{610253: 'Halloween Kills'},20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{20750: 'Judy Greer'},{64141: 'David Gordon Green'},6.663,1863
{429617: 'Spider-Man: Far from Home'},160000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2231: 'Samuel L. Jackson'},{1293994: 'Jon Watts'},7.495,12948
{631843: 'Old'},18000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1080195: 'Vicky Krieps'},{11614: 'M. Night Shyamalan'},6.517,2937
{419430: 'Get Out'},4500000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1255540: 'Allison Williams'},{291263: 'Jordan Peele'},7.602,14443
{10144: 'The Little Mermaid'},40000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{67392: 'Samuel E. Wright'},{15811: 'John Musker'},7.355,6558
{522016: 'The 355'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","{1267329: ""Lupita Nyong'o""}",{11092: 'Simon Kinberg'},6.126,556
{50014: 'The Help'},25000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19492: 'Viola Davis'},{55789: 'Tate Taylor'},8.191,6611
{76600: 'Avatar: The Way of Water'},250000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8691: 'Zoe Saldaña'},{2710: 'James Cameron'},0.0,0
{8966: 'Twilight'},37000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{37917: 'Kristen Stewart'},{19850: 'Catherine Hardwicke'},6.3,11710
{2062: 'Ratatouille'},150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{65: 'Ian Holm'},{7087: 'Brad Bird'},7.781,14210
{876716: 'Ciao Alberto'},45223,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1774679: 'Jack Dylan Grazer'},{3242711: 'McKenna Jean Harris'},7.503,514
{38234: 'Undisputed III: Redemption'},3000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{61856: 'Mykel Shannon Jenkins'},{78108: 'Isaac Florentine'},7.56,657
{587807: 'Tom & Jerry'},50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{454: 'Michael Peña'},{20400: 'Tim Story'},6.98,2061
{453354: 'Ava'},3000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{1055917: 'Juan Cano'},{1702466: 'Léa Mysius'},6.2,155
{809: 'Shrek 2'},150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{776: 'Eddie Murphy'},{12080: 'Conrad Vernon'},7.191,10166
{109445: 'Frozen'},150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19394: 'Idina Menzel'},{1120694: 'Jennifer Lee'},7.256,14457
