title,poster_path,release_date,budget,genres,country,main_charactor,director,runtime,overview,vote_average,vote_count
{398: 'Capote'},https://image.tmdb.org/t/p/original/k7z0tDxzbDNev7F8l3Y56Pk5seR.jpg,2005-09-30,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2229: 'Catherine Keener'},{5345: 'Bennett Miller'},114,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",7.0,1154
{347026: 'A United Kingdom'},https://image.tmdb.org/t/p/original/xyhoW9qK7ZaDM1V4A6pPL9DWjn8.jpg,2016-11-25,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10882: 'Rosamund Pike'},{1193597: 'Amma Asante'},111,"The inspiring true story of Seretse Khama, the King of Bechuanaland (modern Botswana), and Ruth Williams, the London office worker he married in 1948 in the face of fierce opposition from their families and the British and South African governments. Seretse and Ruth defied family, Apartheid and empire - their love triumphed over every obstacle flung in their path and in so doing they transformed their nation and inspired the world.",6.7,445
{33518: 'Alligator'},https://image.tmdb.org/t/p/original/f8qY8U9UPdGL3zZw0N6juU3gBXd.jpg,1980-07-02,1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5694: 'Robert Forster'},{21819: 'Lewis Teague'},91,"A baby alligator is flushed down a toilet and survives by eating discarded lab animals that have been injected with growth hormones. The now gigantic animal escapes the city sewers and goes on a rampage, pursued by a cop and a big-game hunter.",5.9,224
{1792: 'Stuck on You'},https://image.tmdb.org/t/p/original/gUbNzcIdKCoqp9amNFpFQfpBzrB.jpg,2003-12-10,55000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17141: 'Greg Kinnear'},{7396: 'Peter Farrelly'},119,"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",5.308,554
{517412: 'Tesla'},https://image.tmdb.org/t/p/original/v0guO0krvyz8IfKGxEje04LVM9d.jpg,2020-08-14,5000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{933271: 'Eve Hewson'},{54469: 'Michael Almereyda'},102,"The story of the Promethean struggles of Nikola Tesla, as he attempts to transcend entrenched technology—including his own previous work—by pioneering a system of wireless energy that would change the world.",5.845,219
{345923: 'All I See Is You'},https://image.tmdb.org/t/p/original/wc9MgFWuBl3VS72w6VtiZXTgN79.jpg,2017-08-10,30000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{76512: 'Jason Clarke'},{12995: 'Marc Forster'},110,A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,5.124,506
{2604: 'Born on the Fourth of July'},https://image.tmdb.org/t/p/original/k5HfnMgaREHDNA7CugiETCb9ItM.jpg,1989-12-20,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10361: 'Raymond J. Barry'},{1152: 'Oliver Stone'},145,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",7.002,1367
"{137321: ""Winter's Tale""}",https://image.tmdb.org/t/p/original/dwDAUpidqVEql6w1o51VIPlMtbG.jpg,2014-02-13,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{567269: 'Jessica Brown Findlay'},{5575: 'Akiva Goldsman'},118,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",6.268,1177
"{12919: ""Can't Buy Me Love""}",https://image.tmdb.org/t/p/original/uHCkUHe63HUkWPmUmJ0kPmOQchJ.jpg,1987-08-14,1800000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{59942: 'Amanda Peterson'},{54590: 'Steve Rash'},94,"Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.",6.98,538
{1999: 'In the Bedroom'},https://image.tmdb.org/t/p/original/4FIlOw7P2Yusdl7TqHFvKC1eMQ4.jpg,2001-11-23,1700000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5606: 'Sissy Spacek'},{5010: 'Todd Field'},130,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",6.872,250
{910: 'The Big Sleep'},https://image.tmdb.org/t/p/original/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg,1946-08-23,1600000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7570: 'Lauren Bacall'},{11435: 'Howard Hawks'},116,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",7.683,792
{11034: 'The Great Gatsby'},https://image.tmdb.org/t/p/original/zCjwyhfDTFgunVVzBoEFzafpjbV.jpg,1974-03-27,6500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12021: 'Mia Farrow'},{25630: 'Jack Clayton'},144,"Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.",6.3,382
{1542: 'Office Space'},https://image.tmdb.org/t/p/original/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg,1999-02-19,10000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4491: 'Jennifer Aniston'},{17403: 'Mike Judge'},90,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",7.387,2362
{242042: 'Barefoot'},https://image.tmdb.org/t/p/original/7CWdmxafzSVEUv4mMlOpw89NKXE.jpg,2014-02-02,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{100: 'Scott Speedman'},{41549: 'Andrew Fleming'},90,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.",6.562,520
{10774: 'Network'},https://image.tmdb.org/t/p/original/uFmgWfiykZhStfs1B13fFdUO1Pk.jpg,1976-11-14,3800000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6450: 'Faye Dunaway'},{39996: 'Sidney Lumet'},122,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",7.867,1320
{10535: 'Spy Hard'},https://image.tmdb.org/t/p/original/ohaS5UAT2FtAFWGqKUBSAVSJ0wC.jpg,1996-05-24,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{37045: 'Nicollette Sheridan'},{65548: 'Rick Friedberg'},81,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",5.297,494
{3035: 'Frankenstein'},https://image.tmdb.org/t/p/original/gKaSFyd6HMTkXqU3UVVNWhVUiiO.jpg,1931-11-21,291000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{29814: 'Mae Clarke'},{2917: 'James Whale'},71,"Dr. Henry Frankenstein attempts to create life by assembling a creature from body parts of the deceased. Aided by his loyal misshapen assistant, Fritz, Frankenstein succeeds in animating his monster, but, confused and traumatized, it escapes into the countryside and begins to wreak havoc. Frankenstein searches for the elusive being and eventually must confront his tormented creation.",7.524,1172
"{19405: ""Recess: School's Out""}",https://image.tmdb.org/t/p/original/qsUCoeTwCNIrvDrUiWlTCgyRFZy.jpg,2001-01-27,10000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{158165: ""Rickey D'Shon Collins""}",{141706: 'Chuck Sheetz'},82,"It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him!",6.5,272
{985: 'Eraserhead'},https://image.tmdb.org/t/p/original/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,1977-09-28,100000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{14794: 'Charlotte Stewart'},{5602: 'David Lynch'},89,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.454,1931
{109091: 'The Counselor'},https://image.tmdb.org/t/p/original/aNiLkGnzVb5CorZHKk16w9S4COt.jpg,2013-10-25,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{955: 'Penélope Cruz'},{578: 'Ridley Scott'},117,A lawyer finds himself in far over his head when he attempts to get involved in drug trafficking.,5.2,1583
{635: 'Angel Heart'},https://image.tmdb.org/t/p/original/xKnJ4drN6J4dTu7E0yoBqrRALG2.jpg,1987-03-06,17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{380: 'Robert De Niro'},{9168: 'Alan Parker'},113,"Down-and-out private detective Harry Angel is ordered by the mysterious Louis Cyphre to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself, as he goes on a supernatural journey into his own soul.",7.135,1170
{1440: 'Little Children'},https://image.tmdb.org/t/p/original/rxf7cp1ZrD4Prw5KmcW4p0MnGxt.jpg,2006-10-06,26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6161: 'Jennifer Connelly'},{5010: 'Todd Field'},137,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",7.084,753
{9281: 'Witness'},https://image.tmdb.org/t/p/original/rzfewCij3oipDGfs9XjCxIKtRYo.jpg,1985-02-08,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11084: 'Kelly McGillis'},{2690: 'Peter Weir'},113,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",7.1,1264
"{2900: ""The Astronaut's Wife""}",https://image.tmdb.org/t/p/original/54RGJ6INW9ERG8IaalmMKbbDgwH.jpg,1999-08-26,75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6885: 'Charlize Theron'},{29524: 'Rand Ravich'},109,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",5.6,758
{11495: 'Firestarter'},https://image.tmdb.org/t/p/original/2ux5lqNuibd8eOkwwUhzfzAJBqD.jpg,1984-05-11,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18181: 'David Keith'},{67753: 'Mark L. Lester'},114,"As youths, Andy McGee and his future wife, Vicky, participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie, begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""",6.304,532
{15139: 'The Pagemaster'},https://image.tmdb.org/t/p/original/iIWUuCjN8VND7BDugvf45LveA6p.jpg,1994-11-23,27000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1062: 'Christopher Lloyd'},{74299: 'Pixote Hunt'},75,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",6.4,633
{86825: 'Stoker'},https://image.tmdb.org/t/p/original/o0giW5oasaef5m9sgBuq0C7IkIa.jpg,2013-02-28,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2227: 'Nicole Kidman'},{10099: 'Park Chan-wook'},99,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",6.647,1892
{12149: 'Frailty'},https://image.tmdb.org/t/p/original/hER3sVCZ9cZRBO0KNI7NbtiLacn.jpg,2001-11-17,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{10297: 'Matthew McConaughey'},{2053: 'Bill Paxton'},100,A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,6.975,924
{449755: 'Christmas Inheritance'},https://image.tmdb.org/t/p/original/sqdbF40nBzS2IZVAGPxJT7loxoM.jpg,2017-12-15,10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1533: 'Andie MacDowell'},{5917: 'Ernie Barbarash'},105,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",6.3,740
{223: 'Rebecca'},https://image.tmdb.org/t/p/original/tneFytRScAd4KRxhLjCBS7jdmnV.jpg,1940-03-23,1288000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3359: 'Laurence Olivier'},{2636: 'Alfred Hitchcock'},130,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",7.935,1333
"{1365: ""Monster's Ball""}",https://image.tmdb.org/t/p/original/rPhs7Mw4ql2CotjxDCwUs5PBPxo.jpg,2001-06-07,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4587: 'Halle Berry'},{12995: 'Marc Forster'},113,"Set in the southern USA, a racist white man, Hank, falls in love with a black woman named Leticia. Ironically, Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's inter-racial affair leads to confusion and new ideas for the two unlikely lovers.",6.8,778
{82696: 'Hope Springs'},https://image.tmdb.org/t/p/original/mHEca5NntVHtUPfBiQ3ZVFBRixe.jpg,2012-08-07,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4495: 'Steve Carell'},{5065: 'David Frankel'},100,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",6.2,667
{14059: 'Snow Buddies'},https://image.tmdb.org/t/p/original/7eOFi6eVxbbVmkDg0f1lYsUO4O2.jpg,2008-02-05,4000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{216: 'Josh Flitter'},{61244: 'Robert Vince'},87,"Dylan Sprouse, Jim Belushi and Kris Kristofferson lend their voices to this family-friendly tale about a feisty pack of golden retriever puppies that embarks on an Alaskan adventure. When they find themselves stranded in the northern wilderness, the canine offspring of famed sports star Air Bud team up with an experienced sled dog and a husky pup, who teach them the importance of working together.",6.078,219
{9437: 'Kiss the Girls'},https://image.tmdb.org/t/p/original/25h5I3E3ydhazsPDnscWHivq5pn.jpg,1997-09-29,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15852: 'Ashley Judd'},{5501: 'Gary Fleder'},115,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",6.474,1212
{10654: 'Hair'},https://image.tmdb.org/t/p/original/z0ctToyPWCB2RgIkMpD6RhRKAeH.jpg,1979-03-14,11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4515: 'Treat Williams'},{3974: 'Miloš Forman'},121,"Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp.",7.325,519
{11329: 'Runaway Jury'},https://image.tmdb.org/t/p/original/g58RA1zzE39KnkRpKRfgA5RxoXP.jpg,2003-01-16,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{193: 'Gene Hackman'},{5501: 'Gary Fleder'},127,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,6.9,998
{25329: 'The Echo'},https://image.tmdb.org/t/p/original/vOVbs2zfChnBYCiielEkqxmBuPr.jpg,2008-05-25,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23496: 'Amelia Warner'},{93529: 'Yam Laranas'},96,"An ex-prisoner moves to an old apartment, where one gets to see in the middle of a domestic problem between a police officer, his wife and his daughter. When he tries to intervene, he will be caught in a mysterious curse.",6.073,150
{388202: 'Arsenal'},https://image.tmdb.org/t/p/original/b9vwgGqWge0PRZqhbqOW7WCVK2V.jpg,2017-01-06,10000000,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1508566: 'Christopher Rob Bowen'},{30058: 'Steven C. Miller'},92,"After the deadbeat brother of a businessman is assumed to be in on his own kidnapping, his sibling must take action to rescue him.",4.5,111
{11208: 'Wicker Park'},https://image.tmdb.org/t/p/original/gRKEluSpV1wBrZVTvLLaCSkzqcf.jpg,2004-09-03,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9827: 'Rose Byrne'},{2291: 'Paul McGuigan'},114,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",6.859,561
{17130: 'Crossroads'},https://image.tmdb.org/t/p/original/cxSZZJBbREsWaRREBIY0DRH08B5.jpg,2002-02-15,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8691: 'Zoe Saldaña'},{57691: 'Tamra Davis'},93,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",5.233,505
{321697: 'Steve Jobs'},https://image.tmdb.org/t/p/original/92vhEJ6xWoDJ8UHECAJaRofaSCZ.jpg,2015-10-09,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{204: 'Kate Winslet'},{2034: 'Danny Boyle'},122,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",6.765,3644
{402897: 'The Death of Stalin'},https://image.tmdb.org/t/p/original/fWG5A6KMyInWDc5ZVkarjGPXkwC.jpg,2017-10-20,13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{57461: 'Simon Russell Beale'},{88926: 'Armando Iannucci'},107,"The Death of Stalin delivers a brutally executed parody of Cold War Russia. When the tyrannical ruler Stalin dies, his hapless inner circle scrambles to come up with the next evolution of the revolution, but it's clear everyone is really out for themselves. Proof that comedy, like politics, is all in the execution.",7.009,1468
{131978: 'Suave Patria'},https://image.tmdb.org/t/p/original/cwNIOTZY30yBj64Uf6Q0wnXlapo.jpg,2012-09-07,2000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{970623: 'Adrián Uribe'},{1196039: 'Francisco Javier Padilla'},92,"Oscar and Arthur are two actors without fortune who survive unemployment with a routine street, where one represents the thief and the other to the police. Thanks to this performance are ""hired"" by Mr. Mauricio Tavares to play a practical joke on dangerous Don Antonio Robledo, a senior executive who suffer a fictional kidnapping for later culminate in a surprise party.",5.8,48
{72197: 'The Pirates! In an Adventure with Scientists!'},https://image.tmdb.org/t/p/original/gxQWAhT2Hpsid1aBQQmQyYP6brw.jpg,2012-03-12,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{7060: 'Martin Freeman'},{53304: 'Peter Lord'},88,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",6.4,883
{9428: 'The Royal Tenenbaums'},https://image.tmdb.org/t/p/original/AmtiqBp7r15JuEqmyWM2dIqqtwH.jpg,2001-10-05,21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5657: 'Anjelica Huston'},{5655: 'Wes Anderson'},110,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",7.495,3785
